verse,lemma,size_lemma,lemma_pos,pos,size_pos
Ps_134_16,"['στόμα', 'ἔχω', 'καί', 'οὐ', 'λαλέω', 'ὀφθαλμός', 'ἔχω', 'καί', 'οὐ', 'ὁράω']",10,"['ὁ', 'εἴδωλον', 'ὁ', 'ἔθνος', 'ἀργύριος', 'καί', 'χρυσίον', 'ἔργον', 'χείρ', 'ἀνθρώπων·']","['DET', 'NOUN', 'DET', 'NOUN', 'ADJ', 'CCONJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN']",10
Ps_134_17,"['οὖς', 'ἔχω', 'καί', 'οὐ', 'ἐνωτίζομαι', 'ῥίς', 'ἔχω', 'καί', 'οὐ', 'ὀσφραίνομαι', 'χείρ', 'ἔχω', 'καί', 'οὐ', 'ψηλαφάω', 'πούς', 'ἔχω', 'καί', 'οὐ', 'περιπατέω', 'οὐ', 'φωνέω', 'ἐν', 'ὁ', 'λάρυγξ', 'αὐτός', 'οὐδέ', 'γάρ', 'εἰμί', 'πνεῦμα', 'ἐν', 'ὁ', 'στόμα', 'αὐτός']",34,"['στόμα', 'ἔχω', 'καί', 'οὐ', 'λαλήσω', 'ὀϕθαλμός', 'ἔχω', 'καί', 'οὐ', 'ὁράω', 'οὖς', 'ἔχω', 'καί', 'οὐ', 'ἐνωτισθήσονται', ' ', '[', 'ῥίς', 'ἔχω', 'καί', 'οὐ', 'ὀσϕρανθήσω', 'χείρ', 'ἔχω', 'καί', 'οὐ', 'ψηλαϕήσω', 'πόυς', 'ἔχω', 'καί', 'οὐ', 'περιπατήσουμι', 'οὐ', 'ϕωνήσουμί', 'ἐν', 'ὁ', 'λάρυγξ', 'αὐτός', ']']","['NOUN', 'VERB', 'CCONJ', 'ADV', 'VERB', 'NOUN', 'VERB', 'CCONJ', 'ADV', 'VERB', 'NOUN', 'VERB', 'CCONJ', 'ADV', 'VERB', 'VERB', 'NOUN', 'VERB', 'VERB', 'CCONJ', 'ADV', 'VERB', 'NOUN', 'VERB', 'CCONJ', 'ADV', 'VERB', 'NOUN', 'VERB', 'CCONJ', 'ADV', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB']",39
Ps_134_18,"['ὅμοιος', 'αὐτός', 'γίνομαι', 'ὁ', 'ποιέω', 'αὐτός', 'καί', 'πᾶς', 'ὁ', 'πείθω', 'ἐπί', 'αὐτός']",12,"['οὐδέ', 'γάρ', 'εἰμί', 'πνεῦμα', 'ἐν', 'ὁ', 'στόμα', 'αὐτός']","['CCONJ', 'ADV', 'AUX', 'NOUN', 'ADP', 'DET', 'NOUN', 'PRON']",8
Ps_134_19,"['οἶκος', 'Ἰσραήλ', 'εὐλογέω', 'ὁ', 'κύριος', 'οἶκος', 'Ἀαρών', 'εὐλογέω', 'ὁ', 'κύριος']",10,"['ὅμοιος', 'αὐτός', 'γένοιντο', 'ὁ', 'ποιέω', 'αὐτός', 'καί', 'πάντες', 'ὁ', 'πεποιθότες', 'ἐπί', 'αὐτός']","['ADJ', 'PRON', 'VERB', 'DET', 'VERB', 'PRON', 'CCONJ', 'VERB', 'DET', 'VERB', 'ADP', 'PRON']",12
Ps_134_2,"['ὁ', 'ἵστημι', 'ἐν', 'οἶκος', 'κύριος', 'ἐν', 'αὐλή', 'οἶκος', 'θεός', 'ἡμῶν']",10,"['Αλληλουια', 'αἰνέω', 'ὁ', 'ὄνομα', 'κυρίου', 'αἰνέω', 'δοῦλος', 'κύριος']","['NOUN', 'NOUN', 'DET', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADJ']",8
Ps_134_20,"['οἶκος', 'Λευΐ', 'εὐλογέω', 'ὁ', 'κύριος', 'ὁ', 'φοβέω', 'ὁ', 'κύριος', 'εὐλογέω', 'ὁ', 'κύριος']",12,"['οἶκος', 'Ισραηλ', 'εὐλογήσω', 'ὁ', 'κύριον·', 'οἶκος', 'Ααρων', 'εὐλογήσω', 'ὁ', 'κύριον·']","['NOUN', 'NOUN', 'VERB', 'DET', 'VERB', 'NOUN', 'NOUN', 'VERB', 'DET', 'ADJ']",10
Ps_134_21,"['εὐλογητός', 'κύριος', 'ἐκ', 'Σιών', 'ὁ', 'κάτοικος', 'Ἱερουσαλήμ']",7,"['οἶκος', 'Λευι', 'εὐλογήσω', 'ὁ', 'κύριον·', 'ὁ', 'ϕοβούμενοι', 'ὁ', 'κύριος', 'εὐλογήσω', 'ὁ', 'κύριος']","['NOUN', 'NOUN', 'VERB', 'DET', 'VERB', 'DET', 'VERB', 'DET', 'ADJ', 'VERB', 'DET', 'ADJ']",12
Ps_134_3,"['αἰνέω', 'ὁ', 'κύριος', 'ὅτι', 'ἀγαθός', 'κύριος', 'ψάλλω', 'ὁ', 'ὄνομα', 'αὐτός', 'ὅτι', 'καλός']",12,"['ὁ', 'ἵστημι', 'ἐν', 'οἶκος', 'κυρίου', 'ἐν', 'αὐλή', 'οἶκος', 'θεός', 'ἡμός']","['DET', 'VERB', 'ADP', 'NOUN', 'VERB', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'ADJ']",10
Ps_134_4,"['ὅτι', 'ὁ', 'Ἰακώβ', 'ἐκλέγω', 'ἑαυτοῦ', 'ὁ', 'κύριος', 'Ἰσραήλ', 'εἰς', 'περιουσιασμός', 'αὐτός']",11,"['αἰνέω', 'ὁ', 'κύριος', 'ὅτι', 'ἀγαθός', 'κύριος·', 'ψάλατε', 'ὁ', 'ὀνόμα', 'αὐτός', 'ὅτι', 'καλόν·']","['VERB', 'DET', 'ADJ', 'SCONJ', 'ADJ', 'VERB', 'VERB', 'DET', 'NOUN', 'PRON', 'SCONJ', 'NOUN']",12
Ps_134_5,"['ὅτι', 'ἐγώ', 'γινώσκω', 'ὅτι', 'μέγας', 'κύριος', 'καί', 'ὁ', 'κύριος', 'ἡμῶν', 'παρά', 'πᾶς', 'ὁ', 'θεός']",14,"['ὅτι', 'ὁ', 'Ιακωβ', 'ἐξελέξατο', 'ἑαυτοῦ', 'ὁ', 'κύριος', 'Ισραηλ', 'εἰς', 'περιουσιασμός', 'αὐτός']","['SCONJ', 'DET', 'NOUN', 'VERB', 'PRON', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PRON']",11
Ps_134_6,"['πᾶς', 'ὅσος', 'θέλω', 'ὁ', 'κύριος', 'ποιέω', 'ἐν', 'ὁ', 'οὐρανός', 'καί', 'ἐν', 'ὁ', 'γῆ', 'ἐν', 'ὁ', 'θάλασσα', 'καί', 'ἐν', 'πᾶς', 'ὁ', 'ἄβυσσος']",21,"['ὅτι', 'ἐγώ', 'γιγνώσκω', 'ὅτι', 'μέξ', 'κύριος', 'καί', 'ὁ', 'κύριος', 'ἡμεῖς', 'παρά', 'πάντη', 'ὁ', 'θεούς·']","['SCONJ', 'PRON', 'VERB', 'SCONJ', 'ADJ', 'ADJ', 'CCONJ', 'DET', 'ADJ', 'PRON', 'ADP', 'VERB', 'DET', 'NOUN']",14
Ps_134_7,"['ἀνάγω', 'νεφέλη', 'ἐκ', 'ἔσχατος', 'ὁ', 'γῆ', 'ἀστραπή', 'εἰς', 'ὑετός', 'ποιέω', 'ὁ', 'ἐξάγω', 'ἄνεμος', 'ἐκ', 'θησαυρός', 'αὐτός']",16,"['πάντα', 'ὅσος', 'ἠθέλησεν', 'ὁ', 'κύριος', 'ἐποίησεν', 'ἐν', 'ὁ', 'οὐρανός', 'καί', 'ἐν', 'ὁ', 'γῆ', 'ἐν', 'ὁ', 'θαλάσσης', 'καί', 'ἐν', 'πάσα', 'ὁ', 'ἀβύσσοις·', 'ἀνάγω', 'νεϕέλη', 'ἐκ', 'ἐσχάτου', 'ὁ', 'γῆ', 'ἀστραπός', 'εἰς', 'ὑετός', 'ἐποίησεν·']","['VERB', 'ADJ', 'VERB', 'DET', 'ADJ', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'DET', 'ADJ', 'VERB', 'NOUN', 'ADP', 'ADJ', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADV']",31
Ps_134_8,"['ὅς', 'πατάσσω', 'ὁ', 'πρωτότοκος', 'Αἴγυπτος', 'ἀπό', 'ἄνθρωπος', 'ἕως', 'κτῆνος']",9,"['ὁ', 'ἐξάγω', 'ἀνέμων', 'ἐκ', 'θησαυρός', 'αὐτός']","['DET', 'VERB', 'ADJ', 'ADP', 'NOUN', 'ADJ']",6
Ps_134_9,"['ἐξαποστέλλω', 'σημεῖον', 'καί', 'τέρας', 'ἐν', 'μέσος', 'σοῦ', 'Αἴγυπτος', 'ἐν', 'Φαραώ', 'καί', 'ἐν', 'πᾶς', 'ὁ', 'δοῦλος', 'αὐτός']",16,"['ὅς', 'ἐπάταξεν', 'ὁ', 'πρωτότοκον', 'Αἰγύπτος', 'ἀπό', 'ἀνθρώπον', 'ἕως', 'κτήνους·']","['PRON', 'VERB', 'DET', 'NOUN', 'PROPN', 'ADP', 'NOUN', 'SCONJ', 'NOUN']",9
Ps_135_1,"['ἀλληλούϊα', 'ἐξομολογέω', 'ὁ', 'κύριος', 'ὅτι', 'χρηστός', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",13,"['εὐλογητός', 'κύριος', 'ἐκ', 'Σιων', 'ὁ', 'κατοικέω', 'Ιερουσαλημ', 'Αλληλουια']","['ADJ', 'ADJ', 'ADP', 'NOUN', 'DET', 'VERB', 'NOUN', 'NOUN']",8
Ps_135_10,"['ὁ', 'πατάσσω', 'Αἴγυπτος', 'σύν', 'ὁ', 'πρωτότοκος', 'αὐτός', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",14,"['ὁ', 'σελήνη', 'καί', 'ὁ', 'ἄστρον', 'εἰς', 'ἐξουσία', 'ὁ', 'νυκτός', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτοῦ·']","['DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'DET', 'NOUN', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'PRON']",16
Ps_135_11,"['καί', 'ἐξάγω', 'ὁ', 'Ἰσραήλ', 'ἐκ', 'μέσος', 'αὐτός', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",14,"['ὁ', 'πατάξας', 'αἴγυπτος', 'σύν', 'ὁ', 'πρωτοτόκος', 'αὐτός', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']","['DET', 'VERB', 'PROPN', 'ADP', 'DET', 'NOUN', 'PRON', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'ADJ']",14
Ps_135_12,"['ἐν', 'χείρ', 'κραταιός', 'καί', 'ἐν', 'βραχίων', 'ὑψηλός', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",14,"['καί', 'ἐξαγαγόντι', 'ὁ', 'Ισραηλ', 'ἐκ', 'μέσος', 'αὐτός', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']","['CCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PRON', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'ADJ']",14
Ps_135_13,"['ὁ', 'καταδιαιρέω', 'ὁ', 'ἐρυθρός', 'θάλασσα', 'εἰς', 'διαίρεσις', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",14,"['ἐν', 'χείρ', 'κραταιός', 'καί', 'ἐν', 'βραχίων', 'ὑψηλός', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτοῦ·']","['ADP', 'NOUN', 'ADJ', 'CCONJ', 'ADP', 'NOUN', 'NOUN', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'PRON']",14
Ps_135_14,"['καί', 'διάγω', 'ὁ', 'Ἰσραήλ', 'διά', 'μέσος', 'αὐτός', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",14,"['ὁ', 'καταδιελόντι', 'ὁ', 'ἐρυθρός', 'θάλασσαν', 'εἰς', 'διαιρέσω', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']","['DET', 'VERB', 'DET', 'ADJ', 'VERB', 'ADP', 'NOUN', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'ADJ']",14
Ps_135_15,"['καί', 'ἐκτινάσσω', 'Φαραώ', 'καί', 'ὁ', 'δύναμις', 'αὐτός', 'εἰς', 'θάλασσα', 'ἐρυθρός', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",17,"['καί', 'διαγαγόντι', 'ὁ', 'Ισραηλ', 'διά', 'μέσος', 'αὐτός', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']","['CCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'ADJ']",14
Ps_135_16,"['ὁ', 'διάγω', 'ὁ', 'λαός', 'αὐτός', 'ἐν', 'ὁ', 'ἔρημος', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός', 'ὁ', 'ἐξάγω', 'ὕδωρ', 'ἐκ', 'πέτρα', 'ἀκρότομος', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",28,"['καί', 'ἐκτινάξαντι', 'Φαραω', 'καί', 'ὁ', 'δύναμις', 'αὐτός', 'εἰς', 'θάλαις', 'ἐρυθράν', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτοῦ·', 'ὁ', 'διαγαγόντι', 'ὁ', 'λαός', 'αὐτός', 'ἐν', 'ὁ', 'ἐρήμῳ', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτοῦ·']","['CCONJ', 'VERB', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PRON', 'ADP', 'VERB', 'VERB', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'PRON', 'DET', 'VERB', 'DET', 'NOUN', 'PRON', 'ADP', 'DET', 'VERB', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'PRON']",32
Ps_135_17,"['ὁ', 'πατάσσω', 'βασιλεύς', 'μέγας', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",11,"['ὁ', 'ἐξαγαγόντι', 'ὕδωρ', 'ἐκ', 'πέτρα', 'ἀκροτόμου', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτοῦ·']","['DET', 'VERB', 'NOUN', 'ADP', 'NOUN', 'VERB', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'PRON']",13
Ps_135_18,"['καί', 'ἀποκτείνω', 'βασιλεύς', 'κραταιός', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",11,"['ὁ', 'πατάξαντι', 'βασιλεύς', 'μεγάλος', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']","['DET', 'VERB', 'NOUN', 'VERB', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'ADJ']",11
Ps_135_19,"['ὁ', 'Σηων', 'βασιλεύς', 'ὁ', 'Ἀμορραῖος', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",12,"['καί', 'ἀποκτείνας', 'βασιλεύς', 'κραταιούς', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']","['CCONJ', 'VERB', 'NOUN', 'VERB', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'ADJ']",11
Ps_135_2,"['ἐξομολογέω', 'ὁ', 'θεός', 'ὁ', 'θεός', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",12,"[' ', '’', 'Εξομολογεῖσθε', 'ὁ', 'κυρίῳ', 'ὅτι', 'χρηστός', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτοῦ·']","['VERB', 'ADP', 'NOUN', 'DET', 'VERB', 'SCONJ', 'NOUN', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'PRON']",14
Ps_135_20,"['καί', 'ὁ', 'Ωγ', 'βασιλεύς', 'ὁ', 'Βασαν', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",13,"['ὁ', 'Σηων', 'βασιλέα', 'ὁ', 'Αμορραίωνς', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']","['DET', 'ADV', 'VERB', 'DET', 'NOUN', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'ADJ']",12
Ps_135_21,"['καί', 'δίδωμι', 'ὁ', 'γῆ', 'αὐτός', 'κληρονομία', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",13,"['καί', 'ὁ', 'Ωγ', 'βασιλέα', 'ὁ', 'Βαση', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']","['CCONJ', 'DET', 'ADV', 'VERB', 'DET', 'NOUN', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'ADJ']",13
Ps_135_22,"['κληρονομία', 'Ἰσραήλ', 'δοῦλος', 'αὐτός', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",11,"['καί', 'δόντι', 'ὁ', 'γῆ', 'αὐτός', 'κληρονομίαν', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']","['CCONJ', 'VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'ADJ']",13
Ps_135_23,"['ὅτι', 'ἐν', 'ὁ', 'ταπείνωσις', 'ἡμῶν', 'μνάομαι', 'ἡμῶν', 'ὁ', 'κύριος', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",16,"['κληρονομίαν', 'Ισραηλ', 'δούλῳ', 'αὐτός', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']","['NOUN', 'NOUN', 'VERB', 'PRON', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'PRON']",11
Ps_135_24,"['καί', 'λυτρόω', 'ἡμᾶς', 'ἐκ', 'ὁ', 'ἐχθρός', 'ἡμῶν', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",14,"['ὅτι', 'ἐν', 'ὁ', 'ταπεινώσις', 'ἡμεῖς', 'μνήζω', 'ἡμεῖς', 'ὁ', 'κύριος', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']","['SCONJ', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'PRON', 'DET', 'ADJ', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'ADJ']",16
Ps_135_25,"['ὁ', 'δίδωμι', 'τροφή', 'πᾶς', 'σάρξ', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",12,"['καί', 'ἐλυτρώσατο', 'ἡμεῖς', 'ἐκ', 'ὁ', 'ἐχθρός', 'ἡμεῖς', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτοῦ·']","['CCONJ', 'VERB', 'PRON', 'ADP', 'DET', 'ADJ', 'PRON', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'PRON']",14
Ps_135_26,"['ἐξομολογέω', 'ὁ', 'θεός', 'ὁ', 'οὐρανός', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός', 'ἐξομολογέω', 'ὁ', 'κύριος', 'ὁ', 'κύριος', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",24,"['ὁ', 'δίδωμι', 'τροϕὴν', 'πάσῃ', 'σαρκί', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός', 'ἐξομολογέομαι', 'ὁ', 'θεός', 'ὁ', 'οὐρανός', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτοῦ·']","['DET', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'DET', 'NOUN', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'PRON']",24
Ps_135_3,"['ἐξομολογέω', 'ὁ', 'κύριος', 'ὁ', 'κύριος', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",12,"['ἐξομολογέομαι', 'ὁ', 'θεός', 'ὁ', 'θεός', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτοῦ·']","['VERB', 'DET', 'NOUN', 'DET', 'NOUN', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'PRON']",12
Ps_135_4,"['ὁ', 'ποιέω', 'θαυμάσιος', 'μέγας', 'μόνος', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",12,"['ἐξομολογέομαι', 'ὁ', 'κυρίῳ', 'ὁ', 'κυρίων', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτοῦ·']","['VERB', 'DET', 'VERB', 'DET', 'ADJ', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'PRON']",12
Ps_135_5,"['ὁ', 'ποιέω', 'ὁ', 'οὐρανός', 'ἐν', 'σύνεσις', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",13,"['ὁ', 'ποιέω', 'θαυμάσιος', 'μεγάλα', 'μόνῳ', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτοῦ·']","['DET', 'VERB', 'ADJ', 'ADJ', 'VERB', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'PRON']",12
Ps_135_6,"['ὁ', 'στερεόω', 'ὁ', 'γῆ', 'ἐπί', 'ὁ', 'ὕδωρ', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",14,"['ὁ', 'ποιήσαντι', 'ὁ', 'οὐρανός', 'ἐν', 'συνέσος', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτοῦ·']","['DET', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'PRON']",13
Ps_135_7,"['ὁ', 'ποιέω', 'φῶς', 'μέγας', 'μόνος', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",12,"['ὁ', 'στερεώω', 'ὁ', 'γῆ', 'ἐπί', 'ὁ', 'ὑδάτων', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτοῦ·']","['DET', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'PRON']",14
Ps_135_8,"['ὁ', 'ἥλιος', 'εἰς', 'ἐξουσία', 'ὁ', 'ἡμέρα', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",13,"['ὁ', 'ποιήσαντι', 'ϕῶτα', 'μεγάλα', 'μόνῳ', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']","['DET', 'VERB', 'VERB', 'ADJ', 'NOUN', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'ADJ']",12
Ps_135_9,"['ὁ', 'σελήνη', 'καί', 'ὁ', 'ἄστρον', 'εἰς', 'ἐξουσία', 'ὁ', 'νύξ', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']",16,"['ὁ', 'ἥλιος', 'εἰς', 'ἐξουσία', 'ὁ', 'ἡμέρα', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός']","['DET', 'NOUN', 'ADP', 'NOUN', 'DET', 'NOUN', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'ADJ']",13
Ps_136_1,"['ὁ', 'Δαβίδ', 'ἐπί', 'ὁ', 'ποταμός', 'Βαβυλών', 'ἐκεῖ', 'καθίζω', 'καί', 'κλαίω', 'ἐν', 'ὁ', 'μνάομαι', 'ἡμᾶς', 'ὁ', 'Σιών']",16,"['ἐξομολογέομαι', 'ὁ', 'κυρίῳ', 'ὁ', 'κυρίων', 'ὅτι', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός', 'ὁ', 'Δαυιδ']","['VERB', 'DET', 'VERB', 'DET', 'ADJ', 'SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'PRON', 'DET', 'NOUN']",14
Ps_136_2,"['ἐπί', 'ὁ', 'ἰτέα', 'ἐν', 'μέσος', 'αὐτός', 'κρεμάννυμι', 'ὁ', 'ὄργανον', 'ἡμῶν']",10,"[' ', '’', 'επὶ', 'ὁ', 'ποταμός', 'βαβυλών', 'ἐκεῖ', 'ἐκαθίσαμεν', 'καί', 'κλαύω', 'ἐν', 'ὁ', 'μιμνῄσκω', 'ἐγώ', 'ὁ', 'Σιων']","['VERB', 'CCONJ', 'VERB', 'DET', 'NOUN', 'PROPN', 'ADV', 'VERB', 'CCONJ', 'VERB', 'ADP', 'DET', 'VERB', 'PRON', 'DET', 'NOUN']",16
