verse,lemma,size_lemma,lemma_pos,pos,size_pos
Ps_100_1,"['ὁ', 'Δαβίδ', 'ψαλμός', 'ἔλεος', 'καί', 'κρίσις', 'ᾄδω', 'σοί', 'κύριος']",9,"['ὅτι', 'χρηστός', 'κύριος', 'εἰς', 'ὁ', 'αἰών', 'ὁ', 'ἔλεος', 'αὐτός', 'καί', 'ἕως', 'γενεά', 'καί', 'γενεά', 'ὁ', 'ἀλήθεια', 'αὐτός', 'ὁ', 'Δαυιδ', 'ψαλμός', 'ψάλλω']","['ADV', 'ADJ', 'ADJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'PRON', 'CCONJ', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'DET', 'NOUN', 'PRON', 'DET', 'NOUN', 'NOUN', 'VERB']",21
Ps_100_2,"['ψάλλω', 'καί', 'συνίημι', 'ἐν', 'ὁδός', 'ἄμωμος', 'πότε', 'ἥκω', 'πρός', 'μέ', 'διαπορεύομαι', 'ἐν', 'ἀκακία', 'καρδία', 'μου', 'ἐν', 'μέσος', 'ὁ', 'οἶκος', 'μου']",20,"['῎Ελος', 'καί', 'κρίσιν', 'ᾄσομαί', 'σύ', 'κύριε·', ' ', 'καί', 'συνήσω', 'ἐν', 'ὁδός', 'ἀμώμῳ·', 'πότε', 'ἥκω', 'πρός', 'ἐγώ']","['NOUN', 'CCONJ', 'VERB', 'VERB', 'PRON', 'NOUN', 'VERB', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'PRON']",16
Ps_100_3,"['οὐ', 'προτίθημι', 'πρό', 'ὀφθαλμός', 'μου', 'πρᾶγμα', 'παράνομος', 'ποιέω', 'παράβασις', 'μισέω']",10,"['διεπορευόμη', 'ἐν', 'ἀκακίᾳ', 'καρδίας', 'ἐγώ', 'ἐν', 'μέσῳς', 'ὁ', 'οἶκος', 'ἐγώ']","['NOUN', 'ADP', 'NOUN', 'NOUN', 'PRON', 'ADP', 'NOUN', 'DET', 'NOUN', 'PRON']",10
Ps_100_4,"['οὐ', 'κολλάω', 'μοι', 'καρδία', 'σκαμβή', 'ἐκκλίνω', 'ἀπό', 'ἐμοῦ', 'ὁ', 'πονηρός', 'οὐ', 'γινώσκω']",12,"['οὐ', 'προεθέμην', 'πρό', 'ὀϕθαλμῶν', 'ἐγώ', 'πρᾶγμα', 'παράνομος', 'ποιέω', 'παραβάσω', 'ἐμίσησα·']","['ADV', 'VERB', 'ADP', 'NOUN', 'PRON', 'NOUN', 'ADJ', 'VERB', 'VERB', 'VERB']",10
Ps_100_5,"['ὁ', 'καταλαλέω', 'λάθρα', 'ὁ', 'πλησίον', 'αὐτός', 'οὗτος', 'ἐκδιώκω', 'ὑπερήφανος', 'ὀφθαλμός', 'καί', 'ἄπληστος', 'καρδία', 'οὗτος', 'οὐ', 'συνεσθίω']",16,"['οὐ', 'ἐκολλήθη', 'ἐγώ', 'καρδία', 'σκασμβή', 'ἐκκλίνοντος', 'ἀπ', 'ά', 'ἐγώ', 'ὁ', 'πονηρός', 'οὐ', 'ἐγίνωσκον', 'ὁ', 'καταλαλέω', 'λάθρᾳ', 'ὁ', 'πλησίον', 'αὐτός', 'οὗτος', 'ἐξεδίωκον·']","['ADV', 'ADJ', 'PRON', 'NOUN', 'ADV', 'ADJ', 'ADP', 'ADP', 'PRON', 'DET', 'ADJ', 'ADV', 'VERB', 'DET', 'VERB', 'NOUN', 'DET', 'NOUN', 'ADJ', 'ADJ', 'NUM']",21
Ps_100_6,"['ὁ', 'ὀφθαλμός', 'μου', 'ἐπί', 'ὁ', 'πιστός', 'ὁ', 'γῆ', 'ὁ', 'συγκάθημαι', 'αὐτός', 'μετά', 'ἐμοῦ', 'πορεύομαι', 'ἐν', 'ὁδός', 'ἄμωμος', 'οὗτος', 'μοι', 'λειτουργέω']",20,"['ὑπερηϕάνῳ', 'ὀϕθαλμός', 'καί', 'ἀπλήστῳ', 'καρδίᾳ', 'τούτῳ', 'οὐ', 'συνήσθιος']","['VERB', 'NOUN', 'CCONJ', 'ADJ', 'VERB', 'VERB', 'ADV', 'ADJ']",8
Ps_100_7,"['οὐ', 'κατοικέω', 'ἐν', 'μέσος', 'ὁ', 'οἰκία', 'μου', 'ποιέω', 'ὑπερηφανία', 'λαλέω', 'ἄδικος', 'οὐ', 'κατευθύνω', 'ἐναντίον', 'ὁ', 'ὀφθαλμός', 'μου']",17,"['ὁ', 'ὀϕθαλμοί', 'ἐγώ', 'ἐπί', 'ὁ', 'πιστός', 'ὁ', 'γῆ', 'ὁ', 'συγκαθῆσθαι', 'αὐτός', 'μετά', 'ἐμοῦ·', 'πορευόμενος', 'ἐν', 'ὁδός', 'ἀμώμῳ', 'οὗτός', 'ἐγώ', 'ἐλειτούργω']","['DET', 'NOUN', 'PRON', 'ADP', 'DET', 'ADJ', 'DET', 'NOUN', 'DET', 'VERB', 'PRON', 'ADP', 'VERB', 'VERB', 'ADP', 'NOUN', 'ADJ', 'ADV', 'PRON', 'VERB']",20
Ps_100_8,"['εἰς', 'ὁ', 'πρώιος', 'ἀποκτείνω', 'πᾶς', 'ὁ', 'ἁμαρτωλός', 'ὁ', 'γῆ', 'ὁ', 'ἐξολοθρεύω', 'ἐκ', 'πόλις', 'κύριος', 'πᾶς', 'ὁ', 'ἐργάζομαι', 'ὁ', 'ἀνομία']",19,"['οὐ', 'κατῴκω', 'ἐν', 'μέσῳς', 'ὁ', 'οἰκίας', 'ἐγώ', 'ποιέω', 'ὑπερηϕανίαν', 'λαλέω', 'ἄδικος', 'οὐ', 'κατεύθυνω', 'ἐναντίον', 'ὁ', 'ὀϕθαλμόν', 'ἐγώ']","['ADV', 'VERB', 'ADP', 'PROPN', 'DET', 'NOUN', 'PRON', 'VERB', 'ADV', 'VERB', 'VERB', 'ADV', 'VERB', 'NOUN', 'DET', 'NOUN', 'PRON']",17
Ps_101_1,"['προσευχή', 'ὁ', 'πτωχός', 'ὅταν', 'ἀκηδιάω', 'καί', 'ἐναντίον', 'κύριος', 'ἐκχέω', 'ὁ', 'δέησις', 'αὐτός']",12,"['εἰς', 'ὁ', 'πρωίας', 'ἀπέκτεννον', 'πάντας', 'ὁ', 'ἁμαρτωλός', 'ὁ', 'γῆ', 'ὁ', 'ἐξολεθρεῦω', 'ἐκ', 'πόλις', 'κυρίου', 'πάντας', 'ὁ', 'ἐργαζομένους', 'ὁ', 'ἀνομίαν']","['ADP', 'DET', 'NOUN', 'VERB', 'VERB', 'DET', 'ADJ', 'DET', 'NOUN', 'DET', 'VERB', 'ADP', 'NOUN', 'VERB', 'VERB', 'DET', 'VERB', 'DET', 'VERB']",19
Ps_101_10,"['ὅτι', 'σποδός', 'ὡσεί', 'ἄρτος', 'φάγω', 'καί', 'ὁ', 'πόμα', 'μου', 'μετά', 'κλαυθμός', 'κιρνάω']",12,"['ὅλος', 'ὁ', 'ἡμέρα', 'ὠνείδιζός', 'ἐγώ', 'ἕ', 'ἐχθροί', 'ἐγώ', 'καί', 'ὁ', 'ἐπαινοῦντές', 'ἐγώ', 'κατά', 'ἐγώ', 'ὤμνυον']","['ADJ', 'DET', 'NOUN', 'VERB', 'PRON', 'PRON', 'VERB', 'PRON', 'CCONJ', 'DET', 'NUM', 'PRON', 'ADP', 'PRON', 'VERB']",15
Ps_101_11,"['ἀπό', 'πρόσωπον', 'ὁ', 'ὀργή', 'σοῦ', 'καί', 'ὁ', 'θυμός', 'σοῦ', 'ὅτι', 'ἐπαίρω', 'καταρράσσω', 'μέ']",13,"['ὅτι', 'σποδός', 'ὡσεί', 'ἄρτος', 'ἔϕαγον', 'καί', 'ὁ', 'πόμα', 'ἐγώ', 'μετά', 'κλαυθμός', 'ἐκίρνων']","['SCONJ', 'NOUN', 'ADV', 'NOUN', 'VERB', 'CCONJ', 'DET', 'NOUN', 'PRON', 'ADP', 'NOUN', 'VERB']",12
Ps_101_12,"['ὁ', 'ἡμέρα', 'μου', 'ὡσεί', 'σκιά', 'κλίνω', 'καί', 'ἐγώ', 'ὡσεί', 'χόρτος', 'ξηραίνω']",11,"['ἀπό', 'προσώπος', 'ὁ', 'ὀργή', 'σύ', 'καί', 'ὁ', 'θυμός', 'σύ', 'ὅτι', 'ἐπάρα', 'κατέρραξάς', 'ἐγώ']","['ADP', 'ADJ', 'DET', 'NOUN', 'PRON', 'CCONJ', 'DET', 'NOUN', 'PRON', 'SCONJ', 'ADJ', 'VERB', 'PRON']",13
Ps_101_13,"['σύ', 'δέ', 'κύριος', 'εἰς', 'ὁ', 'αἰών', 'μένω', 'καί', 'ὁ', 'μνημόσυνον', 'σοῦ', 'εἰς', 'γενεά', 'καί', 'γενεά']",15,"['ὁ', 'ἡμέρα', 'ἐγώ', 'ὡσεί', 'σκιά', 'ἐκλίθησαν', 'καί', 'ἐγώ', 'ὡσεί', 'χόρτος', 'ἐξηράνθην']","['DET', 'NOUN', 'PRON', 'ADV', 'NOUN', 'VERB', 'CCONJ', 'PRON', 'ADV', 'VERB', 'VERB']",11
Ps_101_14,"['σύ', 'ἀνίστημι', 'οἰκτείρω', 'ὁ', 'Σιών', 'ὅτι', 'καιρός', 'ὁ', 'οἰκτείρω', 'αὐτός', 'ὅτι', 'ἥκω', 'καιρός']",13,"['σύ', 'δές', 'κύριος', 'εἰς', 'ὁ', 'αἰών', 'μένω', 'καί', 'ὁ', 'μνημόσυνόν', 'σύ', 'εἰς', 'γενεά', 'καί', 'γενεάν']","['PRON', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'CCONJ', 'DET', 'NOUN', 'PRON', 'ADP', 'NOUN', 'CCONJ', 'NOUN']",15
Ps_101_15,"['ὅτι', 'εὐδοκέω', 'ὁ', 'δοῦλος', 'σοῦ', 'ὁ', 'λίθος', 'αὐτός', 'καί', 'ὁ', 'χοῦς', 'αὐτός', 'οἰκτείρω']",13,"['σύ', 'ἀνίστημι', 'οἰκτιρήσω', 'ὁ', 'Σιων', 'ὅτι', 'καιρός', 'ὁ', 'οἰκτιρέω', 'αὐτήν', 'ὅτι', 'ἥκω', 'καιρός·']","['PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'SCONJ', 'NOUN', 'DET', 'VERB', 'NOUN', 'SCONJ', 'VERB', 'NOUN']",13
Ps_101_16,"['καί', 'φοβέω', 'ὁ', 'ἔθνος', 'ὁ', 'ὄνομα', 'κύριος', 'καί', 'πᾶς', 'ὁ', 'βασιλεύς', 'ὁ', 'γῆ', 'ὁ', 'δόξα', 'σοῦ']",16,"['ὅτι', 'εὐδόκησαν', 'ὁ', 'δοῦλοί', 'σύ', 'ὁ', 'λίθους', 'αὐτός', 'καί', 'ὁ', 'χοῦς', 'αὐτός', 'οἰκτιρήσουσις']","['SCONJ', 'VERB', 'DET', 'NOUN', 'PRON', 'DET', 'NOUN', 'PRON', 'CCONJ', 'DET', 'NOUN', 'PRON', 'NOUN']",13
Ps_101_17,"['ὅτι', 'οἰκοδομέω', 'κύριος', 'ὁ', 'Σιών', 'καί', 'ὁράω', 'ἐν', 'ὁ', 'δόξα', 'αὐτός']",11,"['καί', 'ϕοβηθήσονται', 'ὁ', 'ἔθνος', 'ὁ', 'ὄνομα', 'κυρίου', 'καί', 'πάντες', 'ὁ', 'βασιλεύς', 'ὁ', 'γῆ', 'ὁ', 'δόξα', 'σύ']","['CCONJ', 'VERB', 'DET', 'NOUN', 'DET', 'NOUN', 'VERB', 'CCONJ', 'VERB', 'DET', 'NOUN', 'DET', 'NOUN', 'DET', 'VERB', 'PRON']",16
Ps_101_18,"['ἐπιβλέπω', 'ἐπί', 'ὁ', 'προσευχή', 'ὁ', 'ταπεινός', 'καί', 'οὐ', 'ἐξουδενόω', 'ὁ', 'δέησις', 'αὐτός']",12,"['ὅτι', 'οἰκοδομήω', 'κύριος', 'ὁ', 'Σιων', 'καί', 'ὀϕθήσομαι', 'ἐν', 'ὁ', 'δόξῃ', 'αὐτός']","['SCONJ', 'VERB', 'ADJ', 'DET', 'PROPN', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'PRON']",11
Ps_101_19,"['γράφω', 'οὗτος', 'εἰς', 'γενεά', 'ἕτερος', 'καί', 'λαός', 'ὁ', 'κτίζω', 'αἴνεσις', 'ὁ', 'κύριος']",12,"['ἐπέβλεψεν', 'ἐπί', 'ὁ', 'προσευχή', 'ὁ', 'ταπεινόω', 'καί', 'οὐ', 'ἐξουδένωσεν', 'ὁ', 'δέησις', 'αὐτός']","['VERB', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'CCONJ', 'ADV', 'VERB', 'DET', 'NOUN', 'ADJ']",12
Ps_101_2,"['εἰσακούω', 'κύριος', 'ὁ', 'προσευχή', 'μου', 'καί', 'ὁ', 'κραυγή', 'μου', 'πρός', 'σέ', 'ἔρχομαι']",12,"['προσευχή', 'ὁ', 'πτωχός', 'ὅταν', 'ἀκηδιάσῃ', 'καί', 'ἐναντίον', 'κυρίου', 'ἐκχέῃ', 'ὁ', 'δέησις', 'αὐτός']","['NOUN', 'DET', 'ADJ', 'SCONJ', 'VERB', 'CCONJ', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'PRON']",12
Ps_101_20,"['ὅτι', 'ἐκκύπτω', 'ἐκ', 'ὕψος', 'ἅγιος', 'αὐτός', 'κύριος', 'ἐκ', 'οὐρανός', 'ἐπί', 'ὁ', 'γῆ', 'ἐπιβλέπω']",13,"['γραϕήτω', 'οὗτος', 'εἰς', 'γενεά', 'ἑτέρα', 'καί', 'λαός', 'ὁ', 'κτιζόμενος', 'αἰνέω', 'ὁ', 'κύριος']","['VERB', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'NOUN', 'DET', 'VERB', 'VERB', 'DET', 'ADJ']",12
Ps_101_21,"['ὁ', 'ἀκούω', 'ὁ', 'στεναγμός', 'ὁ', 'πεδάω', 'ὁ', 'λύω', 'ὁ', 'υἱός', 'ὁ', 'θανατόω']",12,"['ὅτι', 'ἐξέκυψεν', 'ἐκ', 'ὕψος', 'ἁγίου', 'αὐτός', 'κύριος', 'ἐκ', 'οὐρανός', 'ἐπί', 'ὁ', 'γῆ', 'ἐπέβλεψεν']","['SCONJ', 'VERB', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB']",13
Ps_101_22,"['ὁ', 'ἀναγγέλλω', 'ἐν', 'Σιών', 'ὁ', 'ὄνομα', 'κύριος', 'καί', 'ὁ', 'αἴνεσις', 'αὐτός', 'ἐν', 'Ἱερουσαλήμ']",13,"['ὁ', 'ἀκούω', 'ὁ', 'στεναγμός', 'ὁ', 'πεπεδημένων', 'ὁ', 'λύω', 'ὁ', 'υἱός', 'ὁ', 'τεθανατωμές']","['DET', 'VERB', 'DET', 'NOUN', 'DET', 'VERB', 'PRON', 'VERB', 'DET', 'NOUN', 'DET', 'VERB']",12
Ps_101_23,"['ἐν', 'ὁ', 'συνάγω', 'λαός', 'ἐπί', 'ὁ', 'αὐτός', 'καί', 'βασιλεία', 'ὁ', 'δουλεύω', 'ὁ', 'κύριος']",13,"['ὁ', 'ἀναγγέλλω', 'ἐν', 'Σιων', 'ὁ', 'ὄνομα', 'κυρίου', 'καί', 'ὁ', 'αἴνεσις', 'αὐτός', 'ἐν', 'Ιερουσαλημ']","['DET', 'VERB', 'ADP', 'PROPN', 'DET', 'NOUN', 'VERB', 'CCONJ', 'DET', 'NOUN', 'PRON', 'ADP', 'PROPN']",13
Ps_101_24,"['ἀποκρίνομαι', 'αὐτός', 'ἐν', 'ὁδός', 'ἰσχύς', 'αὐτός', 'ὁ', 'ὀλιγότης', 'ὁ', 'ἡμέρα', 'μου', 'ἀναγγέλλω', 'μοι']",13,"['ἐν', 'ὁ', 'συνάγω', 'λαός', 'ἐπί', 'ὁ', 'αὐτός', 'καί', 'βασιλείας', 'ὁ', 'δουλεύω', 'ὁ', 'κυρίῳ', 'ἀπεκρίθη', 'αὐτός', 'ἐν', 'ὁδός', 'ἰσχύος', 'αὐτός', 'ὁ', 'ὀλιγότης', 'ὁ', 'ἡμέρα', 'ἐγώ']","['ADP', 'DET', 'VERB', 'NOUN', 'ADP', 'DET', 'ADJ', 'CCONJ', 'NOUN', 'DET', 'VERB', 'PRON', 'VERB', 'ADJ', 'PRON', 'ADP', 'NOUN', 'VERB', 'PRON', 'PROPN', 'NOUN', 'DET', 'NOUN', 'PRON']",24
Ps_101_25,"['μή', 'ἀνάγω', 'μέ', 'ἐν', 'ἥμισυς', 'ἡμέρα', 'μου', 'ἐν', 'γενεά', 'γενεά', 'ὁ', 'ἔτος', 'σοῦ']",13,"['ἀνάγγειλόν', 'μοι·']","['NOUN', 'PRON']",2
Ps_101_26,"['κατά', 'ἀρχή', 'σύ', 'κύριος', 'ὁ', 'γῆ', 'θεμελιόω', 'καί', 'ἔργον', 'ὁ', 'χείρ', 'σοῦ', 'εἰμί', 'ὁ', 'οὐρανός']",15,"['μή', 'ἀναγάγω', 'ἐγώ', 'ἐν', 'ἡμίσος', 'ἡμέρα', 'ἐγώ', 'ἐν', 'γενεά', 'γενεά', 'ὁ', 'ἔτος', 'σύ']","['ADV', 'VERB', 'PRON', 'ADP', 'NOUN', 'NOUN', 'PRON', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'PRON']",13
Ps_101_27,"['αὐτός', 'ἀπόλλυμι', 'σύ', 'δέ', 'διαμένω', 'καί', 'πᾶς', 'ὥς', 'ἱμάτιον', 'παλαιόω', 'καί', 'ὡσεί', 'περιβόλαιον', 'ἀλλάσσω', 'αὐτός', 'καί', 'ἀλλάσσω']",17,"['κατά', 'ἀρχή', 'σύ', 'κύριος', 'ὁ', 'γῆ', 'ἐθεμελίωω', 'καί', 'ἔργον', 'ὁ', 'χείρ', 'σού', 'εἰμί', 'ὁ', 'οὐρανοί·']","['ADP', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'VERB', 'CCONJ', 'NOUN', 'DET', 'NOUN', 'PRON', 'AUX', 'DET', 'DET']",15
Ps_101_28,"['σύ', 'δέ', 'ὁ', 'αὐτός', 'εἰμί', 'καί', 'ὁ', 'ἔτος', 'σοῦ', 'οὐ', 'ἐκλείπω']",11,"['αὐτός', 'ἀπόλλυμι', 'σύ', 'δέ', 'διαμενέω', 'καί', 'πάντες', 'ὡς', 'ἱμάτιος', 'παλαιωθήσω', 'καί', 'ὡσεί', 'περιβόλαιον', 'ἀλλάσσω', 'αὐτούς', 'καί', 'ἀλλαγήσονται·']","['ADJ', 'VERB', 'PRON', 'CCONJ', 'VERB', 'CCONJ', 'VERB', 'ADV', 'NOUN', 'VERB', 'CCONJ', 'ADV', 'ADJ', 'VERB', 'NOUN', 'CCONJ', 'NOUN']",17
Ps_101_29,"['ὁ', 'υἱός', 'ὁ', 'δοῦλος', 'σοῦ', 'κατασκηνόω', 'καί', 'ὁ', 'σπέρμα', 'αὐτός', 'εἰς', 'ὁ', 'αἰών', 'κατευθύνω']",14,"['σύ', 'δέ', 'ὁ', 'αὐτός', 'εἰμί', 'καί', 'ὁ', 'ἔτος', 'σύ', 'οὐ', 'ἐκλείψω']","['PRON', 'ADV', 'DET', 'ADJ', 'AUX', 'CCONJ', 'DET', 'NOUN', 'PRON', 'ADV', 'VERB']",11
Ps_101_3,"['μή', 'ἀποστρέφω', 'ὁ', 'πρόσωπον', 'σοῦ', 'ἀπό', 'ἐμοῦ', 'ἐν', 'ὅς', 'ἄν', 'ἡμέρα', 'θλίβω', 'κλίνω', 'ὁ', 'οὖς', 'σοῦ', 'πρός', 'μέ', 'ἐν', 'ὅς', 'ἄν', 'ἡμέρα', 'ἐπικαλέω', 'σέ', 'ταχύ', 'εἰσακούω', 'μου']",27,"['Εἰσάκουσος', 'κύριος', 'ὁ', 'προσευχή', 'ἐγώ', 'καί', 'ὁ', 'κραυγή', 'ἐγώ', 'πρός', 'σύ', 'ἐλθάτω', 'μή', 'ἀποστρέψῃς', 'ὁ', 'πρόσωπόν', 'σύ', 'ἀπ', 'ά', 'ἐμοῦ·', 'ἐν', 'ὅς', 'ἄν', 'ἡμέρᾳ', 'θλίβωμαι', 'κλῖνον', 'ὁ', 'οὖς', 'σύ', 'πρός', 'με·']","['NOUN', 'VERB', 'DET', 'NOUN', 'PRON', 'CCONJ', 'DET', 'NOUN', 'PRON', 'ADP', 'PRON', 'VERB', 'ADV', 'VERB', 'DET', 'VERB', 'PRON', 'ADP', 'ADP', 'VERB', 'ADP', 'PRON', 'PART', 'ADJ', 'VERB', 'VERB', 'DET', 'NOUN', 'PRON', 'NOUN', 'ADJ']",31
Ps_101_4,"['ὅτι', 'ἐκλείπω', 'ὡσεί', 'καπνός', 'ὁ', 'ἡμέρα', 'μου', 'καί', 'ὁ', 'ὀστέον', 'μου', 'ὡσεί', 'φρύγιον', 'συμφρύγω']",14,"[' ', 'ἐν', 'ὅς', 'ἄν', 'ἡμέρᾳ', 'ἐπικαλέσωμαί', 'σύ', 'ταχύς', 'εἰσάκουσόν', 'ἐγώ']","['VERB', 'ADP', 'PRON', 'ADV', 'ADJ', 'VERB', 'PRON', 'ADJ', 'NOUN', 'PRON']",10
Ps_101_5,"['πληγή', 'ὡσεί', 'χόρτος', 'καί', 'ξηραίνω', 'ὁ', 'καρδία', 'μου', 'ὅτι', 'ἐπιλανθάνομαι', 'ὁ', 'φάγω', 'ὁ', 'ἄρτος', 'μου']",15,"['ὅτι', 'ἐξέλιπος', 'ὡσεί', 'καπνός', 'ὁ', 'ἡμέρα', 'ἐγώ', 'καί', 'ὁ', 'ὀστέον', 'ἐγώ', 'ὡσεί', 'ϕρύγιον', 'συνεϕρύγεημι']","['SCONJ', 'VERB', 'ADV', 'NOUN', 'DET', 'NOUN', 'PRON', 'CCONJ', 'DET', 'NOUN', 'PRON', 'ADV', 'NOUN', 'VERB']",14
Ps_101_6,"['ἀπό', 'φωνή', 'ὁ', 'στεναγμός', 'μου', 'κολλάω', 'ὁ', 'ὀστέον', 'μου', 'ὁ', 'σάρξ', 'μου']",12,"['ἐπλήγη', 'ὡσεί', 'χόρτος', 'καί', 'ξηράνω', 'ὁ', 'καρδία', 'ἐγώ', 'ὅτι', 'ἐπελαθόμη', 'ὁ', 'ϕαμγάνω', 'ὁ', 'ἄρτος', 'ἐγώ']","['NOUN', 'ADV', 'VERB', 'CCONJ', 'VERB', 'DET', 'NOUN', 'PRON', 'SCONJ', 'VERB', 'DET', 'VERB', 'DET', 'NOUN', 'PRON']",15
Ps_101_7,"['ὁμοιόω', 'πελεκάν', 'ἐρημικός', 'γίνομαι', 'ὡσεί', 'νυκτικόραξ', 'ἐν', 'οἰκόπεδον']",8,"['ἀπό', 'ϕωνός', 'ὁ', 'στεναγμός', 'ἐγώ', 'ἐκολλήθη', 'ὁ', 'ὀστέον', 'ἐγώ', 'ὁ', 'σαρκί', 'ἐγώ']","['ADP', 'ADJ', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'PRON', 'DET', 'NOUN', 'PRON']",12
Ps_101_8,"['ἀγρυπνέω', 'καί', 'γίνομαι', 'ὡσεί', 'στρουθίον', 'μονάζω', 'ἐπί', 'δῶμα']",8,"['ὡμοιώθην', 'πελεκᾶνι', 'ἐρημικός', 'ἐγενήθην', 'ὡσεί', 'νυκτικόραξ', 'ἐν', 'οἰκοπέδῳ']","['VERB', 'NOUN', 'ADJ', 'VERB', 'ADV', 'NOUN', 'ADP', 'NOUN']",8
Ps_101_9,"['ὅλος', 'ὁ', 'ἡμέρα', 'ὀνειδίζω', 'μέ', 'ὁ', 'ἐχθρός', 'μου', 'καί', 'ὁ', 'ἐπαινέω', 'μέ', 'κατά', 'ἐμοῦ', 'ὀμνύω']",15,"['ἐγρύπενω', 'καί', 'ἐγενήθην', 'ὡσεί', 'στρουθίον', 'μονάζον', 'ἐπί', 'δώματι']","['VERB', 'CCONJ', 'VERB', 'ADV', 'NOUN', 'VERB', 'ADP', 'NOUN']",8
Ps_102_1,"['ὁ', 'Δαβίδ', 'εὐλογέω', 'ὁ', 'ψυχή', 'μου', 'ὁ', 'κύριος', 'καί', 'πᾶς', 'ὁ', 'ἐντός', 'μου', 'ὁ', 'ὄνομα', 'ὁ', 'ἅγιος', 'αὐτός']",18,"['ὁ', 'υἱός', 'ὁ', 'δούλος', 'σύ', 'κατασκηνώσω', 'καί', 'ὁ', 'σπέρμα', 'αὐτός', 'εἰς', 'ὁ', 'αἰών', 'κατευθυνθήσεται', 'ὁ', 'Δαυιδ']","['DET', 'NOUN', 'DET', 'NOUN', 'PRON', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PRON', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN']",16
Ps_102_10,"['οὐ', 'κατά', 'ὁ', 'ἁμαρτία', 'ἡμῶν', 'ποιέω', 'ἡμῖν', 'οὐδέ', 'κατά', 'ὁ', 'ἀνομία', 'ἡμῶν', 'ἀνταποδίδωμι', 'ἡμῖν']",14,"['οὐ', 'εἰς', 'τέλος', 'ὀργισθήσω', 'οὐδέ', 'εἰς', 'ὁ', 'αἰών', 'μηνιεῖ·']","['ADV', 'ADP', 'NOUN', 'VERB', 'CCONJ', 'ADP', 'DET', 'NOUN', 'NOUN']",9
Ps_102_11,"['ὅτι', 'κατά', 'ὁ', 'ὕψος', 'ὁ', 'οὐρανός', 'ἀπό', 'ὁ', 'γῆ', 'κραταιόω', 'κύριος', 'ὁ', 'ἔλεος', 'αὐτός', 'ἐπί', 'ὁ', 'φοβέω', 'αὐτός']",18,"['οὐ', 'κατά', 'ὁ', 'ἁμαρτίας', 'ἡμεῖς', 'ἐποίησεν', 'ἡμεῖς', 'οὐδέ', 'κατά', 'ὁ', 'ἀνομίας', 'ἡμεῖς', 'ἀνταπέδωκεν', 'ἡμεῖς']","['ADV', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'PRON', 'CCONJ', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'PRON']",14
Ps_102_12,"['κατά', 'ὅσος', 'ἀπέχω', 'ἀνατολή', 'ἀπό', 'δυσμή', 'μακρύνω', 'ἀπό', 'ἡμῶν', 'ὁ', 'ἀνομία', 'ἡμῶν']",12,"['ὅτι', 'κατά', 'ὁ', 'ὕψος', 'ὁ', 'οὐρανός', 'ἀπό', 'ὁ', 'γῆ', 'ἐκραταίωσεν', 'κύριος', 'ὁ', 'ἔλεος', 'αὐτός', 'ἐπί', 'ὁ', 'ϕοβουμένος', 'αὐτόν·']","['SCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADJ', 'DET', 'NOUN', 'PRON', 'ADP', 'DET', 'ADJ', 'ADJ']",18
Ps_102_13,"['καθώς', 'οἰκτείρω', 'πατήρ', 'υἱός', 'οἰκτείρω', 'κύριος', 'ὁ', 'φοβέω', 'αὐτός']",9,"['κατά', 'ὅσος', 'ἀπέχω', 'ἀνατολή', 'ἀπό', 'δυσμή', 'ἐμάκρυνεν', 'ἀϕ', 'ά', 'ἡμεῖς', 'ὁ', 'ἀνομίας', 'ἐγώ']","['ADP', 'PRON', 'VERB', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADV', 'ADP', 'PRON', 'DET', 'NOUN', 'PRON']",13
